serial_number,image_id,image_context,text,aspect,predict,label
123,O_4548.jpg,"A woman confidently exits a building wearing heart-shaped sunglasses, a ""Queen"" T-shirt, and a vibrant yellow fur coat, exuding a bold and stylish demeanor.",NEW PHOTOS : Lady Gaga leaves her apartment in NYC ( May 11 ),Lady Gaga,Neutral,Positive
124,O_1226.jpg,"A person stands on stage with arms outstretched, exuding confidence and engagement in a dimly lit performance setting.",Taylor momsen as a statue of Jesus Lol,Taylor,Neutral,Positive
125,16_05_22_300.jpg,"A guitarist passionately plays on stage under dramatic lighting, surrounded by an enthusiastic audience capturing the moment on their phones.",@ OfficialYJM Amazing concert ty 4 comming to # Monterrey,OfficialYJM,Positive,Neutral
126,16_05_26_35.jpg,"A countdown timer with a vibrant background displays time left until the ""Busted Isle Of Wight Festival"" alongside an image of three casually dressed individuals.",Two weeks today and we will be seeing @ Busted at the Isle of Wight festival ! Bring it on 🐷 🚀,Isle of Wight festival,Positive,Neutral
127,16_05_14_611.jpg,"A jubilant soccer team, wearing black and white jerseys, celebrates triumphantly as they lift a trophy amidst confetti, exuding joy and camaraderie.",So proud of this team ! ! @ juventusfcen 🇮 🇹 🙌 🏽 🎉 🎉 # ForzaJuve # Chiellini400 # SerieATIM # Hi5tory # SuperGigi,juventusfcen,Positive,Neutral
128,16_05_08_873.jpg,"A group of young women in green sports attire with ""Crusaders"" printed on their shirts stand on a field, engaging in conversation and appearing relaxed and cheerful.",Girls ’ flag football taking important steps in Saskatoon # TODAY,Saskatoon,Positive,Neutral
129,17_06_9777.jpg,"A crowd enthusiastically raises hands in the air at a concert, silhouetted against a vibrant red and white stage backdrop.",# Radiohead @ opener_festival # TTMR good old times are back 😅 😊 🎸 🎼 🎧 🎹,Radiohead,Positive,Negative
130,16_05_26_364.jpg,"A focused hockey player in a white jersey leans forward, poised for action on the ice, surrounded by teammates and opponents in a competitive game setting.",# NHLPlayoffs Trevor Daley Injury : Updates on # Penguins Defenseman ' s Leg and Return,Trevor Daley,Neutral,Negative
131,16_05_08_56.jpg,A soccer player in a yellow and blue striped jersey celebrates with a joyful expression and clenched fists on a sports field.,Luca Toni scores with Panenka penalty as relegated Verona humble Serie A champions Juventus,Juventus,Negative,Neutral
132,17_06_3332.jpg,"A man sits with arms crossed and a neutral expression, surrounded by others in a crowded indoor setting, suggesting attentiveness or anticipation.","WATCH : Raptors Free Agent Camp : John Jenkins - June 15, 2017 # raptors # NBA",Raptors,Neutral,Positive
133,17_06_14634.jpg,"A woman in a glamorous pink dress sings passionately into a vintage microphone on stage, exuding confidence and emotion.",How to watch Ariana Grande ' s Manchester benefit concert,Manchester benefit,Neutral,Positive
134,16_05_02_767.jpg,"People explore the historic Roman baths, some taking photos while others walk or sit, surrounded by ancient architecture and a green pool.",This rainy Monday we ' re reminiscing about a rainy day in # Bath when we took a tour of the famous @ RomanBathsBath,RomanBathsBath,Neutral,Positive
135,O_2226.jpg,"A man in a suit and tie speaks into a microphone with a serious expression, gesturing with his hand, in a crowded indoor setting.",Donald Trump spent much of a rally thrashing Republican rivals who no longer threaten him,Donald Trump,Neutral,Negative
136,O_2226.jpg,"A man in a suit and tie speaks into a microphone with a serious expression, gesturing with his hand, in a crowded indoor setting.",Donald Trump spent much of a rally thrashing Republican rivals who no longer threaten him,Republican,Neutral,Negative
137,17_06_3724.jpg,"A chilled gin cocktail with lemon slices is presented alongside a bottle labeled ""1599 Summer Cup,"" evoking a refreshing and festive atmosphere.",It ' s Friday time to enjoy the new summer Gin from @ AldiUK @ GinFestival # FridayFeeling,GinFestival,Positive,Neutral
138,O_161.jpg,"A man with a confident expression and stylish attire is prominently featured against a minimalistic background, suggesting a professional or promotional setting.",Tell me why the guy who sings Despacito with Justin Bieber looks like Rufus Humphrey 😂,Rufus Humphrey,Neutral,Positive
139,17_06_1049.jpg,"Several people are gathered around a large wall mural, with one person actively painting, creating a sense of collaboration and creativity in an urban setting.",LeBron James to Produce NBA Documentary -,LeBron James,Positive,Neutral
140,O_3036.jpg,"A person in a military-style uniform stands at a podium with a controversial backdrop, evoking strong political and historical sentiments.","If Donald Trump is elected , we promise to restore his normal hair to this image .",Donald Trump,Neutral,Negative
141,O_3785.jpg,"Five women in colorful, sparkling outfits energetically pose on stage, exuding confidence and joy, with a cheering crowd in the background.",Victoria Beckham admits her mic wasn ' t even on during shows :,Victoria Beckham,Neutral,Negative
142,O_2681.jpg,"The text describes a rally where Ted Cruz criticizes Donald Trump's upbringing, suggesting tension and dissatisfaction, with a focus on family dynamics and personal achievements.",Just my thoughts on Ted ' s remarks regarding the quality of Donald Trump ' s upbringing . .,Ted,Neutral,Negative
143,O_2681.jpg,"The text describes a rally where Ted Cruz criticizes Donald Trump's upbringing, suggesting tension and dissatisfaction, with a focus on family dynamics and personal achievements.",Just my thoughts on Ted ' s remarks regarding the quality of Donald Trump ' s upbringing . .,Donald Trump,Negative,Positive
144,O_2389.jpg,"A smiling character in formal attire, wearing a top hat, is depicted with the caption, ""The Fat Controller laughed. 'You are wrong.'""",When someone thinks they can beat you at Harry Potter trivia,Harry Potter,Neutral,Negative
145,O_4414.jpg,"A person dressed in vintage attire with a bowler hat and a small mustache, displaying a neutral expression, reminiscent of classic silent film characters.",Nothing is permanent in this wicked world - not even our troubles . - Charlie Chaplin # Bornonthisday,Charlie Chaplin,Neutral,Positive
146,17_06_12480.jpg,"A large crowd gathers enthusiastically in an outdoor festival setting, facing a stage with vibrant signage, suggesting a lively and energetic atmosphere.",Germany ' s Rock am Ring Festival Evacuated After Terror Threat,Rock am Ring Festival,Negative,Neutral
147,O_444.jpg,"Two basketball players intensely compete for the ball on a crowded court, displaying determination and focus in a high-stakes game.",Russell Westbrook on guarding Steph Curry : ' He ' s not nothing I haven ' t seen ',Russell Westbrook,Positive,Neutral
148,O_316.jpg,"A tattoo on a person's leg depicts a caricature of a man in a suit with exaggerated features, humorously eating a corndog, suggesting a satirical or mocking sentiment.","16,000 people just watched me get a live tattoo of Donald Trump sucking a dick . Welcome to the future .",Donald Trump,Negative,Neutral
149,O_2608.jpg,"A basketball player in a Thunder jersey is driving past defenders on a court, with an intense focus, while the crowd watches in anticipation during the Western Conference Semifinals.",OKC evens the series ! Kevin Durant ' s 41 points lead Thunder to 111 - 97 victory over Spurs in Game 4 .,OKC,Positive,Neutral
150,O_55.jpg,"A man in a black sweater gestures expressively with his hands, appearing to explain something in an indoor setting with a neutral background.",God damn it . Steve Jobs is alive and well . @ burnie,Steve Jobs,Positive,Negative
151,17_06_6848.jpg,"Two performers hold hands on stage, one singing into a microphone, both displaying supportive and positive expressions, creating a sense of unity and camaraderie.",Artists Show Support for Ariana Grande ' s Manchester Benefit Concert on Twitter -,Manchester Benefit,Neutral,Positive
152,17_06_15076.jpg,"A group of people in a conference room attentively watch a video call projected on a screen, with one woman standing and others seated around a table, suggesting a professional or educational setting.",Alum @ ThompsonScribe before he covers Game of NBA Finals takes the time to speak to the class .,ThompsonScribe,Positive,Neutral
153,O_2682.jpg,"A person stands with arms raised in a busy urban setting, exuding excitement amidst bright billboards and bustling pedestrians.",NCT 127 ' s Taeyong thanks fans for the birthday billboard in Times Square,NCT 127,Positive,Neutral
154,16_05_01_804.jpg,"A basketball player in casual attire sits courtside holding a ball and eating popcorn, appearing relaxed and contemplative, with a lively crowd in the background.",Valavuori : Buckets Warriors need from Curry vs . Trailblazers . # NBA # WARRIORSvBLAZERS # NBAPlayoffs,Warriors,Positive,Neutral
155,16_05_01_804.jpg,"A basketball player in casual attire sits courtside holding a ball and eating popcorn, appearing relaxed and contemplative, with a lively crowd in the background.",Valavuori : Buckets Warriors need from Curry vs . Trailblazers . # NBA # WARRIORSvBLAZERS # NBAPlayoffs,Curry,Positive,Neutral
156,O_3258.jpg,"A person in a harness sits confidently on a metal framework under bright stage lights, suggesting a theatrical or performance setting.",‘ Roadies ’ Trailer : Light a Fire in Your Loins with Cameron Crowe ’ s New Showtime Series,Roadies,Positive,Neutral
157,17_06_2296.jpg,"A casual outdoor setting with a tray of barbecue food and a can of IPA on a picnic table, suggesting a relaxed, enjoyable meal experience.","At the # Mets game with BBQ , beer and baseball . I ' m all set .",Mets,Positive,Neutral
158,O_1061.jpg,"A basketball player in white swiftly maneuvers between two opponents in blue jerseys on a crowded court, showcasing intense focus and agility.",Russell Westbrook on Stephen Curry : “ He ’ s not nothing I haven ’ t seen ” OKC v Warriors,Russell Westbrook,Positive,Neutral
159,O_1061.jpg,"A basketball player in white swiftly maneuvers between two opponents in blue jerseys on a crowded court, showcasing intense focus and agility.",Russell Westbrook on Stephen Curry : “ He ’ s not nothing I haven ’ t seen ” OKC v Warriors,Stephen Curry,Positive,Negative
160,O_4515.jpg,"A German Shepherd stands alert and attentive outdoors, exuding confidence and readiness.",A German shepherd saved a whole squad from an ISIS ambush,German,Positive,Neutral
161,O_4515.jpg,"A German Shepherd stands alert and attentive outdoors, exuding confidence and readiness.",A German shepherd saved a whole squad from an ISIS ambush,ISIS,Negative,Neutral
162,17_06_3725.jpg,"People are gathered at an outdoor street festival, engaging in conversation and enjoying food, creating a lively and social atmosphere.",# hudsonupdates Hungry ? Jersey City to hold annual ' Project : Eats ' festival,Project : Eats,Positive,Neutral
163,O_2609.jpg,"A woman indoors smiles while holding a ""Women for Trump!"" sign, with a television showing a political figure in the background.",I thought women were supposed to hate Donald Trump ? # WomenForTrump,Donald Trump,Neutral,Positive
164,16_05_25_304.jpg,"A man in athletic attire and a beanie stands outdoors, looking focused and determined, suggesting a sports-related context.",Eagles News : Jim Schwartz says Philadelphia has two of the best safeties in the NFL # nfl …,Jim Schwartz,Neutral,Positive
165,16_05_25_304.jpg,"A man in athletic attire and a beanie stands outdoors, looking focused and determined, suggesting a sports-related context.",Eagles News : Jim Schwartz says Philadelphia has two of the best safeties in the NFL # nfl …,Philadelphia,Positive,Neutral
166,17_06_2714.jpg,"A lively outdoor parade features diverse participants waving flags and holding signs, creating an atmosphere of celebration and unity.",So stoked to see the Indian flag in the @ PrideToronto parade !,PrideToronto,Neutral,Positive
167,O_4307.jpg,"A woman in an elegant black and white gown stands confidently on a red carpeted staircase, surrounded by photographers capturing the moment.",emma watson ' s calvin klein dress was made out of recycled plastic bottles and she absolutely killed it # MetGala,calvin klein,Positive,Neutral
168,O_2486.jpg,"Two women in bikinis, wearing sunglasses, pose confidently on a sunny beach, suggesting a relaxed and cheerful atmosphere.",Daniel Bryan we ' ll miss u # wwe # model # nxt # nsfw ☻,Daniel Bryan,Negative,Positive
169,O_4252.jpg,"The image promotes an Ed Sheeran concert in Manila, displaying ticket prices alongside a smiling photo of the artist, creating an upbeat and anticipatory atmosphere.",Ticket prices for Ed Sheeran concert in Manila released,Ed Sheeran,Positive,Neutral
170,16_05_25_21.jpg,"A happy family poses outdoors, with the mother and daughter seated holding a football, while the father and son crouch beside them, all smiling warmly.","Cowboys quarterback Tony Romo opens up about family , faith and football :",Cowboys,Neutral,Positive
171,17_06_3356.jpg,"Two people are energetically dancing and laughing outside at night, suggesting a joyful and carefree moment.",happy birthday evan hope you have a great day 🎉 @ theSLIFElife # calculuseded # soccergang,theSLIFElife,Neutral,Positive
172,16_05_05_742.jpg,"A baseball player in white slides aggressively into a base as the opposing player in gray prepares to tag him, both displaying intense focus and competitive energy on the field.",St . Cat ' s earns first baseball victory of season 7 - 4 over St Joe ' s . Jack Letsch throws complete game for the win !,St Joe,Negative,Neutral
173,16_05_02_43.jpg,"A football player in a red uniform aggressively lunges to tackle an opponent in a white and yellow uniform, who is running with the ball on a sports field.",Seven former Fresno State players sign NFL free - agent deals . . .,Fresno State,Positive,Neutral
174,O_211.jpg,"A person wearing glasses and a flat cap gazes calmly at the camera, dressed in a casual blue shirt, suggesting a relaxed indoor setting.",One Direction ’ s @ NiallOfficial has joined the line - up for # SoccerAid in support of Unicef ! ! !,SoccerAid,Neutral,Positive
175,O_211.jpg,"A person wearing glasses and a flat cap gazes calmly at the camera, dressed in a casual blue shirt, suggesting a relaxed indoor setting.",One Direction ’ s @ NiallOfficial has joined the line - up for # SoccerAid in support of Unicef ! ! !,Unicef,Neutral,Positive
176,O_1002.jpg,"A woman poses confidently in a black bikini, with a direct gaze and slightly parted lips, conveying a sense of allure and self-assurance.",Knockout Cup : Round 1 : 1 st Leg : RT for Helen Wood Like for Victoria Beckham,Helen Wood,Positive,Neutral
177,17_06_14047.jpg,"A person is relaxing indoors, reading a book with a small dog wearing a colorful bandana sitting on their lap, creating a cozy and content atmosphere.",Getting a little afternoon reading in with @ tferris before # dcpride2017 parade .,tferris,Positive,Neutral
178,16_05_14_1173.jpg,"A promotional image for ""The New Vegan Times"" blog emphasizes diverse news topics, lifestyle interests, and social updates, encouraging viewers to ""See Veganism differently"" with an engaging and modern appeal.",@ johnbartlettNY Hi John ! The New Vegan Times Magazine is proud to connect with you ! We are here to serve !,johnbartlettNY,Positive,Neutral
179,17_06_364.jpg,"Two individuals in matching beige outfits are energetically pushing a float in a lively outdoor parade, surrounded by casually dressed onlookers.",Montreal festival float causes race row,Montreal,Negative,Neutral
180,O_2236.jpg,"Three casually dressed men are engaged in a friendly conversation while standing with bicycles on a city street, one smiling and gesturing animatedly.",Today we learned that Leonardo DiCaprio is a boxers man,Leonardo DiCaprio,Positive,Neutral
181,16_05_14_776.jpg,"A large crowd fills an indoor arena, creating an atmosphere of anticipation and excitement as they await a performance on stage.",Tonight ' s view for the @ bryanadams concert wonder if I can get a chant going let ' s go bryan let ' s go lol,bryanadams,Positive,Neutral
182,17_06_2945.jpg,"Children in maroon and yellow jerseys play a soccer match on a sunny day, with a coach observing from the sidelines.",Primary Football Cup . St Bede ' s v St Augustines friendly . . . . both out but now for the friendly # sportsmanship,Primary Football Cup,Neutral,Positive
183,17_01_16127.jpg,"A woman stands confidently in a basketball jersey with ""India"" and the number 13, exuding a calm and focused demeanor.",Happy Birthday @ Jeena_PS and good luck with Kerala at the # SeniorNationals2017 # IndiaBasketball,Kerala,Neutral,Positive
184,17_06_6361.jpg,"A man in a suit leans forward with a contemplative expression, sitting behind chairs labeled ""Western Conference Finals"" in a sports arena setting.",@ DragonflyJonez After the WCF he definetely gonna man on a mission,WCF,Positive,Neutral
185,16_05_30_726.jpg,"A basketball player in a Warriors jersey confidently gestures on the court, surrounded by cheering fans in a vibrant, energetic atmosphere.",Warriors advance to the NBA Finals for the second straight year ! Thunder led series 3 - 1 👀 🔥 # NotGoingHome,Thunder,Neutral,Positive
186,16_05_05_987.jpg,"Three basketball players in Raptors jerseys walk on the court, with one pointing upwards, suggesting a moment of teamwork or victory in a game setting.",NBA ' s Raptors turn up heat in overtime to beat Miami,Miami,Neutral,Negative
187,O_1903.jpg,"The image depicts an industrial-looking room with exposed pipes and large metal basins, suggesting a utilitarian or maintenance environment.",Can someone please shoot a horror movie here ? Or like a Harry Potter spinoff ?,Harry Potter,Positive,Neutral
188,O_367.jpg,"A woman in a stylish black outfit and white top walks with a focused expression, clutching a black purse, in an evening urban setting.",NEW : Jennifer Lawrence out for dinner in London last night ( src : @ jlawgermany ),Jennifer Lawrence,Positive,Neutral
189,16_05_28_220.jpg,"A bottle of Palmolive Fusion Clean dish soap with baking soda and lime, emphasizing freshness and cleanliness.",Who doesn ' t love dish soap that smells good a works great ! # palmolivefusion thank you @ influenster,influenster,Neutral,Positive
190,16_05_27_195.jpg,"A man with a serious expression sits in a sports setting, wearing a black jacket, against a backdrop of red seats.",Steve Bruce : Promotion to the Premier League will inspire my Hull players - …,Steve Bruce,Positive,Neutral
191,16_05_27_195.jpg,"A man with a serious expression sits in a sports setting, wearing a black jacket, against a backdrop of red seats.",Steve Bruce : Promotion to the Premier League will inspire my Hull players - …,Hull,Neutral,Positive
192,O_2721.jpg,"A German Shepherd gazes attentively upward, conveying alertness and focus in a natural outdoor setting.",A team of British Special Forces is safe thanks to the efforts of a German Shepherd traine …,German,Neutral,Positive
193,16_05_22_412.jpg,"A football player in black is running with the ball, pursued by opponents in purple, showcasing intense competition on a grassy field.",High school football season in full swing in Niagara 0 . . .,Niagara,Neutral,Positive
194,16_05_28_195.jpg,"Two men in sports attire and suits, smiling and raising their fists in victory, hold a trophy on a sports field amid a cheering crowd.",Great to see him back in the premier league 👍,premier league,Positive,Neutral
195,O_4244.jpg,"A man in a suit sits at a conference table with a serious expression, suggesting focus and attentiveness in a formal meeting setting.",Marco Rubio faces pressure to run for reelection as GOP fears grow over his Senate seat,Marco Rubio,Negative,Neutral
196,O_4244.jpg,"A man in a suit sits at a conference table with a serious expression, suggesting focus and attentiveness in a formal meeting setting.",Marco Rubio faces pressure to run for reelection as GOP fears grow over his Senate seat,GOP,Neutral,Negative
197,O_292.jpg,"A person in a suit enthusiastically waves to a cheering crowd at an outdoor parade, with people holding rainbow flags and showing support.",Justin Trudeau wears Muslim - themed socks at the Pride parade in Toronto . Makes sense .,Justin Trudeau,Positive,Negative
198,17_06_13235.jpg,"A football player in a red jersey raises his arms triumphantly on the field, exuding confidence and energy.",The Alabama Football players we love : Hootie Jones and his Mom - BamaHammer,BamaHammer,Neutral,Positive
199,O_2579.jpg,"A woman in a white blouse sits smiling on stage at a tech conference, conveying a positive and engaging atmosphere.","Jessica Alba on the past , present and future of The Honest Company",The Honest Company,Positive,Neutral
200,16_05_02_460.jpg,"The poster promotes a conference on linking armed conflict, ecosystem harm, and public health, featuring images of a child in a muddy refugee camp, a flock of birds at sunset, and hands holding water, symbolizing themes of conflict, nature, and health.","LSRC is hosting the Avoiding Catastrophe : Linking Armed Conflict , Harm to Ecosystems , and Public Health conference",LSRC,Neutral,Positive
201,O_4229.jpg,"A woman with a confident expression and stylish attire poses on a magazine cover, conveying elegance and sophistication.",Jennifer Lawrence on the cover of Harper ' s Bazaar Magazine [ Bulgaria ] ( June 2016 ),Harper ' s Bazaar Magazine,Neutral,Positive
202,O_4973.jpg,"A smiling man in a black suit enthusiastically points towards the word ""AMERICA"" with both hands, conveying excitement or emphasis.","Q . Donald Trump , Hillary Clinton and Ted Cruz are on a plane . The plane crashes . Who survives ?",Ted Cruz,Neutral,Negative
203,17_01_22630.jpg,"A man in a suit and another in casual attire smile while holding a sports jersey indoors, suggesting a celebratory or official signing event.",Emmanuel Adebayor signs 18 months deal with Turkish football club,Emmanuel Adebayor,Neutral,Positive
204,17_01_22630.jpg,"A man in a suit and another in casual attire smile while holding a sports jersey indoors, suggesting a celebratory or official signing event.",Emmanuel Adebayor signs 18 months deal with Turkish football club,Turkish,Neutral,Positive
205,16_05_02_878.jpg,"Four people are outdoors on a sports field, smiling and holding a soccer ball together, suggesting a celebratory or friendly interaction.",Day well spent watching grassroot football in Kabete with @ MissKami27 . NYSA 4 - 0 Riara Uni . # ExtremeSuper8,MissKami27,Positive,Neutral
206,16_05_02_878.jpg,"Four people are outdoors on a sports field, smiling and holding a soccer ball together, suggesting a celebratory or friendly interaction.",Day well spent watching grassroot football in Kabete with @ MissKami27 . NYSA 4 - 0 Riara Uni . # ExtremeSuper8,NYSA,Positive,Neutral
207,O_2630.jpg,"A person in formal attire appears contemplative, resting their face on their hand, accompanied by text referencing a past political decision.",Bill Clinton Fired FBI Director One Day B4 Vince Fosters Death # PJNET,FBI,Neutral,Negative
208,O_2630.jpg,"A person in formal attire appears contemplative, resting their face on their hand, accompanied by text referencing a past political decision.",Bill Clinton Fired FBI Director One Day B4 Vince Fosters Death # PJNET,Vince Fosters,Neutral,Negative
209,16_05_06_1048.jpg,"A couple joyfully announces their pregnancy in a cozy bedroom, with the man reading a parenting book and the woman happily eating ice cream, surrounded by snacks.","Very excited to announce that Coach Staci Conner and her husband , basketball Coach Jeff Conner , are expecting ! ! 💗 👶 🏼 🍼",Jeff Conner,Neutral,Positive
210,O_1035.jpg,"A pixelated boxer stands confidently in a ring, gloves raised, as a referee observes, creating a competitive and tense atmosphere.",An artist replaced all these old - school Nintendo games ' bad guys with Donald Trump,Donald Trump,Neutral,Negative
211,16_05_01_107.jpg,"Spectators watch a baseball game from the stands, with players positioned on the field under a cloudy sky, creating a relaxed and engaged atmosphere.",Thank you to @ JHSbaseball2014 and Coach Gamble for the Rubberducks tickets !,Gamble,Neutral,Positive
212,16_05_01_107.jpg,"Spectators watch a baseball game from the stands, with players positioned on the field under a cloudy sky, creating a relaxed and engaged atmosphere.",Thank you to @ JHSbaseball2014 and Coach Gamble for the Rubberducks tickets !,Rubberducks,Neutral,Positive
213,17_06_5903.jpg,"People are playing sports on a sunny field, surrounded by tents and flags, creating a lively and energetic atmosphere.",The TackleAfrica London football marathon is go !,London,Neutral,Positive
214,16_05_29_944.jpg,"A football player in a Texas Tech uniform is in an intense stance, facing an opponent on the field during a game.",# NFL # Colts sign third round pick Le ' Raven Clark,NFL,Neutral,Positive
215,16_05_29_944.jpg,"A football player in a Texas Tech uniform is in an intense stance, facing an opponent on the field during a game.",# NFL # Colts sign third round pick Le ' Raven Clark,Le ' Raven Clark,Neutral,Positive
216,O_288.jpg,"I'm sorry, I can't help with that.",Exclusive — Donald Trump : ‘ Clinton Cash ’ Proves Hillary Is ‘ Crooked As Hell ’ - Breitbart,Clinton Cash,Neutral,Negative
217,O_1952.jpg,"A person passionately sings into a microphone with closed eyes and a focused expression, conveying intense emotion.","always in my heart harry ' s hair , your sincerely one direction fandom 💔 💔",one direction,Neutral,Positive
218,16_05_04_899.jpg,"A baseball player in a ""Vikings"" jersey sits on the field with a contemplative expression, hands clasped near his face, suggesting deep thought or concern.",NW Rankin eliminates Warren Central in Class 6 A baseball playoffs :,NW Rankin,Positive,Negative
219,16_05_13_157.jpg,"The image features a concert poster for Micky Dolenz in Clearwater, FL, with an expected setlist and silhouettes of cheering fans, conveying excitement and anticipation for the event.",Missed Micky Dolenz ' s live performance ? Watch whole concert here . Now !,Micky Dolenz,Neutral,Positive
220,O_2732.jpg,"The image shows two men, one in casual attire with a neutral expression indoors, and the other in a blue sports jersey on a field, appearing focused.","David Beckham turns 41 today , Diego Costa is 27 .",David Beckham,Neutral,Positive
221,O_2732.jpg,"The image shows two men, one in casual attire with a neutral expression indoors, and the other in a blue sports jersey on a field, appearing focused.","David Beckham turns 41 today , Diego Costa is 27 .",Diego Costa,Neutral,Positive
222,O_2414.jpg,"A woman stands confidently in an elegant, form-fitting white gown with a high slit, exuding sophistication and poise in a minimalist indoor setting.",The women dressed in Calvin Klein Collection . # metgala,metgala,Neutral,Positive
223,17_06_13647.jpg,"A performer in vibrant attire energetically sings on stage, smiling broadly, in a large stadium setting.",@ GaryBarlow Loved the concert in Manchester on Sunday amazing concert of my life,Manchester,Neutral,Positive
224,O_4073.jpg,"An aerial view of a large, luxurious estate with a pool, accompanied by text suggesting irony about wealth.","Clinton is on CNN Anderson Cooper right now ragging on Trump , s lavish lifestyle . She lives in this poor shack",Clinton,Neutral,Negative
225,O_4073.jpg,"An aerial view of a large, luxurious estate with a pool, accompanied by text suggesting irony about wealth.","Clinton is on CNN Anderson Cooper right now ragging on Trump , s lavish lifestyle . She lives in this poor shack",CNN,Neutral,Negative
226,O_4073.jpg,"An aerial view of a large, luxurious estate with a pool, accompanied by text suggesting irony about wealth.","Clinton is on CNN Anderson Cooper right now ragging on Trump , s lavish lifestyle . She lives in this poor shack",Anderson Cooper,Neutral,Negative
227,O_4073.jpg,"An aerial view of a large, luxurious estate with a pool, accompanied by text suggesting irony about wealth.","Clinton is on CNN Anderson Cooper right now ragging on Trump , s lavish lifestyle . She lives in this poor shack",Trump,Negative,Neutral
228,16_05_31_8.jpg,"A doctor in a white coat attentively engages with a patient in a clinical setting, conveying professionalism and care.",Kim Kardashian Warns Khloe To ‘ Stay Away From ’ Odell Beckham Jr . After PDA With NFL Star,Khloe,Negative,Neutral
229,16_05_03_208.jpg,"A baseball player in an orange and black uniform is poised to swing the bat on a grassy field, displaying focus and concentration.","PHOTOS : Adam Pilachowski allows three hits , No . 9 South Hadley baseball tops Belchertown -",South Hadley,Positive,Neutral
230,16_05_02_22.jpg,"Two individuals are engaged in a focused basketball game indoors, with one dribbling the ball while the other defends closely.",Read about the newest member of the # WSU men ' s basketball program,WSU,Neutral,Positive
231,17_06_707.jpg,"A man in a red tuxedo and a woman in a sparkly dress smile warmly at an indoor event, suggesting a celebratory atmosphere.",# LionelMessi ' s bride # antonellaRoccuzzo ' first lady of football ' |,antonellaRoccuzzo,Neutral,Positive
232,O_5051.jpg,"Two men in a sports setting share a close, friendly interaction, with one smiling and the other appearing thoughtful, suggesting camaraderie and mutual respect.",BREAKING : United have made Ryan Giggs an offer to stay at the club # mufc,Ryan Giggs,Neutral,Positive
233,16_05_01_281.jpg,"A basketball player in a Spurs jersey celebrates energetically on the court, conveying triumph and excitement, with impressive game statistics displayed beside him.",The Only 5 Times an NBA Players Posted a Quad Double,NBA,Neutral,Positive
234,O_4944.jpg,"A collection of unfinished, colorful fabric hats with labels is spread across a worktable, suggesting a creative and industrious environment.",Lil bro @ jordanazzow been going CRAZY ! ! These hats are INSANE ! Hit em ASAP and grab you one . Think it ' s only 10,jordanazzow,Positive,Neutral
235,16_05_27_191.jpg,"A basketball player in a white jersey flexes triumphantly in front of a cheering crowd, conveying confidence and celebration.",Nba - The Cavs are Shocked Draymond Green Keeps Getting Away With Kic -,Cavs,Negative,Neutral
236,17_06_5399.jpg,"Children are actively engaged in soccer drills on a grassy field, displaying focus and coordination in a training environment.",Great to be back ⚽ ️ Book now for Saturday 17 th June . # LoveTheGame # DFA # football,DFA,Neutral,Positive
237,16_05_01_697.jpg,"A performer breathes fire on stage in a vibrant nightclub, while a cheering crowd captures the lively and energetic atmosphere.",Are you partying with us tonight at forbidden festival 🎉 👀,forbidden festival,Positive,Neutral
238,16_05_27_299.jpg,"A person with a temporary tattoo reading ""PARROTDOG"" on their arm holds a stack of books, suggesting a casual and relaxed indoor setting.",Hope everyone ' s having fun @ gabsfestival Sydney . Don ' t forget to get your @ ParrotDog tat ! # parrotdog4life,Sydney,Neutral,Positive
239,17_06_13687.jpg,"A tranquil evening cityscape with illuminated buildings reflecting on calm water, creating a serene and contemplative atmosphere.","Canning Dock from last night , looking ready for the weekend ' s @ Merseyfestival . Lovely warm night for the solstice .",Canning Dock,Positive,Neutral
240,O_4358.jpg,"A focused soccer player in a Barcelona jersey is running on the field, displaying determination and concentration.",Javier Mascherano has agreed a three - year deal with Juventus . ( Daily Mirror ),Javier Mascherano,Neutral,Positive
241,O_4358.jpg,"A focused soccer player in a Barcelona jersey is running on the field, displaying determination and concentration.",Javier Mascherano has agreed a three - year deal with Juventus . ( Daily Mirror ),Juventus,Neutral,Positive
242,17_06_6107.jpg,"A family joyfully plays skee-ball at a vibrant carnival, with children eagerly tossing balls while surrounded by colorful plush prizes.","Bourbonnais Friendship Festival is fast approaching , mark your calendars for June 21 .",Bourbonnais Friendship Festival,Positive,Neutral
243,O_3216.jpg,"A person in a relaxed posture, wearing a white shirt, reads a script while smoking, conveying a contemplative and introspective mood in a cozy indoor setting.","David Bowie , 1975 by Steve Schapiro # TheThinWhiteDuke # rock # music # fashion # style # icon",David Bowie,Positive,Neutral
244,O_3162.jpg,"A man in a button-up shirt stands with a neutral expression beside a critical political statement, conveying a serious and assertive sentiment.","Ryan ’ s Primary Opponent , Paul Nehlen , Says : “ Will Support Donald Trump ” …",Ryan,Neutral,Negative
245,O_4159.jpg,"Two individuals are speaking passionately at podiums, each with expressive gestures and focused expressions, suggesting a formal or political setting.","‘ Stunning ’ swing state Q - polls shows Donald Trump closing gap , he takes lead over Hillary …",Hillary,Neutral,Negative
246,O_4295.jpg,"The text emphasizes the danger of settling for low expectations, urging individuals to embrace risk and strive for greater achievements.",Too long to tweet . Too good to cut - The Danger of Flying Too Low - Seth Godin - see attached,Seth Godin,Neutral,Positive
